dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,dt,exact
,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,, 												1.74,0.5
,,,,,,,,,,,,,,,,, 												1.76,0.5
,,,,,,,,,,,,,,,,, 												1.78,0.5
,,,,,,,,,,,,,,,,, 												1.8,0.5
,,,,,,,,,,,,,,,,, 												1.82,0.5
,,,,,,,,,,,,,,,,, 												1.84,0.5
,,,,,,,,,,,,,,,,, 												1.86,0.5
,,,,,,,,,,,,,,,,, 												1.88,0.5
,,,,,,,,,,,,,,,,, 												1.9,0.5
,,,,,,,,,,,,,,,,, 												1.92,0.5
,,,,,,,,,,,,,,,,, 												1.94,0.5
,,,,,,,,,,,,,,,,, 												1.96,0.5
,,,,,,,,,,,,,,,,, 												1.98,0.5
,,,,,,,,,,,,,,,,, 												2,0.5
