dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,middle-pT,middle-pT-error,side-pT,side-pT-error,middle-xT,middle-xT-error,side-xT,side-xT-error,dt,exact
1.20 , 0.50004177 , 0.00007268 ,	0.78096671 , 0.00009890 ,	0.78112678 , 0.00012178 ,	0.78125472 , 0.00010559 ,	0.49990651 , 0.00006001 ,	0.31996862 , 0.00002844 ,	0.32008168 , 0.00005205 ,	0.32002422 , 0.00003198 ,	0.55870788 , 0.00007643 ,	0.82405569 , 0.00010121 ,	0.58644637 , 0.00006737 ,	0.38622233 , 0.00005347 ,	0.2,0.5
1.50 , 0.49992058 , 0.00009633 ,	1.14258320 , 0.00015237 ,	1.14300691 , 0.00009763 ,	1.14291586 , 0.00013163 ,	0.49992877 , 0.00007807 ,	0.21870213 , 0.00003632 ,	0.21874239 , 0.00002634 ,	0.21873124 , 0.00003212 ,	0.59043463 , 0.00008398 ,	1.12754927 , 0.00009994 ,	0.67272204 , 0.00008103 ,	0.33224253 , 0.00003825 ,	0.22,0.5
1.80 , 0.50011283 , 0.00007017 ,	2.63030333 , 0.00053748 ,	2.63144709 , 0.00049359 ,	2.63170400 , 0.00055921 ,	0.50004832 , 0.00007440 ,	0.09502394 , 0.00001482 ,	0.09503319 , 0.00001691 ,	0.09502348 , 0.00002419 ,	0.62832488 , 0.00010002 ,	1.76795082 , 0.00024487 ,	0.86082653 , 0.00011037 ,	0.28998016 , 0.00003858 ,	0.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.74,0.5
