dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,middle-pT,middle-pT-error,side-pT,side-pT-error,middle-xT,middle-xT-error,side-xT,side-xT-error,dt,exact
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.74,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.76,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.78,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.82,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.84,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.86,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.88,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.9,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.92,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.94,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.96,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												2,0.5
