dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,middle-pT,middle-pT-error,side-pT,side-pT-error,middle-xT,middle-xT-error,side-xT,side-xT-error,dt,exact
1.20 , 0.32011426 , 0.00004488 ,	0.50001684 , 0.00003628 ,	0.49999751 , 0.00005333 ,	0.49999229 , 0.00005490 ,	0.78117323 , 0.00009371 ,	0.49998642 , 0.00005331 ,	0.50005272 , 0.00005386 ,	0.49990731 , 0.00006377 ,	0.66668375 , 0.00009574 ,	0.54818751 , 0.00004928 ,	0.47241681 , 0.00005606 ,	0.53221569 , 0.00006220 ,	0.2,0.5
1.50 , 0.21877181 , 0.00003189 ,	0.49993297 , 0.00006029 ,	0.50002528 , 0.00006631 ,	0.50010370 , 0.00004304 ,	1.14258538 , 0.00014594 ,	0.50005516 , 0.00005878 ,	0.50000551 , 0.00004777 ,	0.49994895 , 0.00006896 ,	0.75692124 , 0.00010106 ,	0.60359795 , 0.00007116 ,	0.52372531 , 0.00005495 ,	0.53713217 , 0.00005330 ,	0.22,0.5
1.80 , 0.09501332 , 0.00002542 ,	0.50003242 , 0.00007149 ,	0.49987709 , 0.00005699 ,	0.50000525 , 0.00006849 ,	2.63101150 , 0.00056580 ,	0.49994838 , 0.00004842 ,	0.49996730 , 0.00006884 ,	0.50011847 , 0.00006371 ,	0.87124923 , 0.00012400 ,	0.69045975 , 0.00010444 ,	0.64355034 , 0.00008152 ,	0.53862535 , 0.00007980 ,	0.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.74,0.5
